Ano;Tempo de Exposição (s)  (t);"RHreal: Média da umidade relativa da camada carbonatada [%];";"RHref: umidade relativa de referência [%];";Expoente fe [-] ;Expoente ge [-] ;"Ke = Coeficiente ambiental [adimensional];";"bc: expoente da regressão [-]; ";tc: período de cura [d].;"Kc = Coeficiente de condição de cura [adimensional];";Cs = Concentração de CO2 no ar – [%];"W(t) = Coeficiente climático [adimensional];";DCO2 = Coeficiente de difusão no concreto carbonatado;a = Teor de CO2 em 1m³ de concreto;Rc = Resistência  à carbonatação natural do concreto (mm²/anos) /(kg/m³).;Xc (t) Profundidade de carbonatação (mm)
115;3626640000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,219173775;8,414E-08;68,02521;1,24E-09;20,162543
116;3658176000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218780246;8,414E-08;68,02521;1,24E-09;20,213658
117;3689712000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218390792;8,414E-08;68,02521;1,24E-09;20,264461
118;3721248000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218005338;8,414E-08;68,02521;1,24E-09;20,314959
119;3752784000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,217623808;8,414E-08;68,02521;1,24E-09;20,365154
120;3784320000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,21724613;8,414E-08;68,02521;1,24E-09;20,415052
121;3815856000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,216872234;8,414E-08;68,02521;1,24E-09;20,464656
122;3847392000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,21650205;8,414E-08;68,02521;1,24E-09;20,513971
123;3878928000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,216135513;8,414E-08;68,02521;1,24E-09;20,563001
124;3910464000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215772557;8,414E-08;68,02521;1,24E-09;20,611750
125;3942000000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215413118;8,414E-08;68,02521;1,24E-09;20,660221
126;3973536000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215057136;8,414E-08;68,02521;1,24E-09;20,708419
127;4005072000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214704548;8,414E-08;68,02521;1,24E-09;20,756347
128;4036608000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214355297;8,414E-08;68,02521;1,24E-09;20,804008
129;4068144000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214009326;8,414E-08;68,02521;1,24E-09;20,851407
130;4099680000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,213666578;8,414E-08;68,02521;1,24E-09;20,898546
131;4131216000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,213326999;8,414E-08;68,02521;1,24E-09;20,945430
132;4162752000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212990537;8,414E-08;68,02521;1,24E-09;20,992061
133;4194288000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212657138;8,414E-08;68,02521;1,24E-09;21,038443
134;4225824000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212326753;8,414E-08;68,02521;1,24E-09;21,084579
135;4257360000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211999331;8,414E-08;68,02521;1,24E-09;21,130471
136;4288896000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211674826;8,414E-08;68,02521;1,24E-09;21,176124
137;4320432000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211353189;8,414E-08;68,02521;1,24E-09;21,221540
138;4351968000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211034375;8,414E-08;68,02521;1,24E-09;21,266722
139;4383504000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210718338;8,414E-08;68,02521;1,24E-09;21,311673
140;4415040000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210405035;8,414E-08;68,02521;1,24E-09;21,356396
141;4446576000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210094423;8,414E-08;68,02521;1,24E-09;21,400893
142;4478112000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,20978646;8,414E-08;68,02521;1,24E-09;21,445167
143;4509648000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,209481104;8,414E-08;68,02521;1,24E-09;21,489221
144;4541184000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,209178316;8,414E-08;68,02521;1,24E-09;21,533058
145;4572720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208878057;8,414E-08;68,02521;1,24E-09;21,576680
146;4604256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208580288;8,414E-08;68,02521;1,24E-09;21,620090
147;4635792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208284972;8,414E-08;68,02521;1,24E-09;21,663290
148;4667328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207992072;8,414E-08;68,02521;1,24E-09;21,706282
149;4698864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207701552;8,414E-08;68,02521;1,24E-09;21,749070
150;4730400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207413377;8,414E-08;68,02521;1,24E-09;21,791654
151;4761936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207127513;8,414E-08;68,02521;1,24E-09;21,834039
152;4793472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206843925;8,414E-08;68,02521;1,24E-09;21,876225
153;4825008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206562582;8,414E-08;68,02521;1,24E-09;21,918215
154;4856544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206283451;8,414E-08;68,02521;1,24E-09;21,960011
155;4888080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206006499;8,414E-08;68,02521;1,24E-09;22,001616
156;4919616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205731697;8,414E-08;68,02521;1,24E-09;22,043031
157;4951152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205459015;8,414E-08;68,02521;1,24E-09;22,084259
158;4982688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205188421;8,414E-08;68,02521;1,24E-09;22,125302
159;5014224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204919888;8,414E-08;68,02521;1,24E-09;22,166161
160;5045760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204653386;8,414E-08;68,02521;1,24E-09;22,206839
161;5077296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204388888;8,414E-08;68,02521;1,24E-09;22,247337
162;5108832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204126367;8,414E-08;68,02521;1,24E-09;22,287657
163;5140368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203865795;8,414E-08;68,02521;1,24E-09;22,327802
164;5171904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203607147;8,414E-08;68,02521;1,24E-09;22,367773
165;5203440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203350396;8,414E-08;68,02521;1,24E-09;22,407572
166;5234976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203095517;8,414E-08;68,02521;1,24E-09;22,447201
167;5266512000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202842486;8,414E-08;68,02521;1,24E-09;22,486661
168;5298048000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202591277;8,414E-08;68,02521;1,24E-09;22,525954
169;5329584000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202341868;8,414E-08;68,02521;1,24E-09;22,565082
170;5361120000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202094235;8,414E-08;68,02521;1,24E-09;22,604047
171;5392656000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201848355;8,414E-08;68,02521;1,24E-09;22,642849
172;5424192000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201604204;8,414E-08;68,02521;1,24E-09;22,681492
173;5455728000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201361762;8,414E-08;68,02521;1,24E-09;22,719976
174;5487264000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201121007;8,414E-08;68,02521;1,24E-09;22,758303
175;5518800000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200881916;8,414E-08;68,02521;1,24E-09;22,796474
176;5550336000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,20064447;8,414E-08;68,02521;1,24E-09;22,834491
177;5581872000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200408647;8,414E-08;68,02521;1,24E-09;22,872356
178;5613408000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200174427;8,414E-08;68,02521;1,24E-09;22,910069
179;5644944000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199941792;8,414E-08;68,02521;1,24E-09;22,947633
180;5676480000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19971072;8,414E-08;68,02521;1,24E-09;22,985049
181;5708016000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199481193;8,414E-08;68,02521;1,24E-09;23,022318
182;5739552000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199253193;8,414E-08;68,02521;1,24E-09;23,059442
183;5771088000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,1990267;8,414E-08;68,02521;1,24E-09;23,096421
184;5802624000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198801697;8,414E-08;68,02521;1,24E-09;23,133258
185;5834160000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198578166;8,414E-08;68,02521;1,24E-09;23,169954
186;5865696000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198356089;8,414E-08;68,02521;1,24E-09;23,206509
187;5897232000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198135449;8,414E-08;68,02521;1,24E-09;23,242926
188;5928768000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19791623;8,414E-08;68,02521;1,24E-09;23,279205
189;5960304000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197698414;8,414E-08;68,02521;1,24E-09;23,315348
190;5991840000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197481985;8,414E-08;68,02521;1,24E-09;23,351355
191;6023376000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197266928;8,414E-08;68,02521;1,24E-09;23,387229
192;6054912000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197053226;8,414E-08;68,02521;1,24E-09;23,422971
193;6086448000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196840864;8,414E-08;68,02521;1,24E-09;23,458580
194;6117984000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196629826;8,414E-08;68,02521;1,24E-09;23,494060
195;6149520000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196420098;8,414E-08;68,02521;1,24E-09;23,529410
196;6181056000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196211665;8,414E-08;68,02521;1,24E-09;23,564632
197;6212592000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196004512;8,414E-08;68,02521;1,24E-09;23,599728
198;6244128000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195798624;8,414E-08;68,02521;1,24E-09;23,634697
199;6275664000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195593989;8,414E-08;68,02521;1,24E-09;23,669542
200;6307200000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195390592;8,414E-08;68,02521;1,24E-09;23,704263
201;6338736000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195188419;8,414E-08;68,02521;1,24E-09;23,738861
202;6370272000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194987457;8,414E-08;68,02521;1,24E-09;23,773338
203;6401808000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194787693;8,414E-08;68,02521;1,24E-09;23,807695
204;6433344000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194589114;8,414E-08;68,02521;1,24E-09;23,841931
205;6464880000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194391706;8,414E-08;68,02521;1,24E-09;23,876050
206;6496416000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194195458;8,414E-08;68,02521;1,24E-09;23,910050
207;6527952000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194000357;8,414E-08;68,02521;1,24E-09;23,943934
208;6559488000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193806391;8,414E-08;68,02521;1,24E-09;23,977703
209;6591024000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193613548;8,414E-08;68,02521;1,24E-09;24,011357
210;6622560000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193421816;8,414E-08;68,02521;1,24E-09;24,044897
211;6654096000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193231183;8,414E-08;68,02521;1,24E-09;24,078324
212;6685632000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193041638;8,414E-08;68,02521;1,24E-09;24,111639
213;6717168000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19285317;8,414E-08;68,02521;1,24E-09;24,144843
214;6748704000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192665767;8,414E-08;68,02521;1,24E-09;24,177938
215;6780240000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192479419;8,414E-08;68,02521;1,24E-09;24,210923
216;6811776000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192294114;8,414E-08;68,02521;1,24E-09;24,243799
217;6843312000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192109843;8,414E-08;68,02521;1,24E-09;24,276568
218;6874848000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191926594;8,414E-08;68,02521;1,24E-09;24,309231
219;6906384000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191744357;8,414E-08;68,02521;1,24E-09;24,341787
220;6937920000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191563123;8,414E-08;68,02521;1,24E-09;24,374239
221;6969456000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19138288;8,414E-08;68,02521;1,24E-09;24,406586
222;7000992000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19120362;8,414E-08;68,02521;1,24E-09;24,438830
223;7032528000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191025332;8,414E-08;68,02521;1,24E-09;24,470971
224;7064064000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190848007;8,414E-08;68,02521;1,24E-09;24,503011
225;7095600000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190671635;8,414E-08;68,02521;1,24E-09;24,534949
226;7127136000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190496208;8,414E-08;68,02521;1,24E-09;24,566787
227;7158672000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190321715;8,414E-08;68,02521;1,24E-09;24,598526
228;7190208000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190148148;8,414E-08;68,02521;1,24E-09;24,630166
229;7221744000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189975498;8,414E-08;68,02521;1,24E-09;24,661707
230;7253280000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189803756;8,414E-08;68,02521;1,24E-09;24,693152
231;7284816000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189632913;8,414E-08;68,02521;1,24E-09;24,724500
232;7316352000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189462961;8,414E-08;68,02521;1,24E-09;24,755752
233;7347888000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189293891;8,414E-08;68,02521;1,24E-09;24,786909
234;7379424000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189125695;8,414E-08;68,02521;1,24E-09;24,817971
235;7410960000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188958366;8,414E-08;68,02521;1,24E-09;24,848940
236;7442496000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188791893;8,414E-08;68,02521;1,24E-09;24,879815
237;7474032000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188626271;8,414E-08;68,02521;1,24E-09;24,910598
238;7505568000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18846149;8,414E-08;68,02521;1,24E-09;24,941290
239;7537104000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188297543;8,414E-08;68,02521;1,24E-09;24,971890
240;7568640000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188134422;8,414E-08;68,02521;1,24E-09;25,002400
241;7600176000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18797212;8,414E-08;68,02521;1,24E-09;25,032820
242;7631712000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187810629;8,414E-08;68,02521;1,24E-09;25,063150
243;7663248000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187649942;8,414E-08;68,02521;1,24E-09;25,093393
244;7694784000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187490052;8,414E-08;68,02521;1,24E-09;25,123547
245;7726320000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18733095;8,414E-08;68,02521;1,24E-09;25,153614
246;7757856000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187172632;8,414E-08;68,02521;1,24E-09;25,183594
247;7789392000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187015088;8,414E-08;68,02521;1,24E-09;25,213488
248;7820928000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186858313;8,414E-08;68,02521;1,24E-09;25,243297
249;7852464000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186702299;8,414E-08;68,02521;1,24E-09;25,273020
250;7884000000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18654704;8,414E-08;68,02521;1,24E-09;25,302660
251;7915536000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186392529;8,414E-08;68,02521;1,24E-09;25,332215
252;7947072000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18623876;8,414E-08;68,02521;1,24E-09;25,361688
253;7978608000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186085726;8,414E-08;68,02521;1,24E-09;25,391077
254;8010144000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18593342;8,414E-08;68,02521;1,24E-09;25,420385
255;8041680000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185781837;8,414E-08;68,02521;1,24E-09;25,449611
256;8073216000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18563097;8,414E-08;68,02521;1,24E-09;25,478756
257;8104752000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185480813;8,414E-08;68,02521;1,24E-09;25,507821
258;8136288000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18533136;8,414E-08;68,02521;1,24E-09;25,536806
259;8167824000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185182605;8,414E-08;68,02521;1,24E-09;25,565711
260;8199360000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185034542;8,414E-08;68,02521;1,24E-09;25,594538
261;8230896000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184887165;8,414E-08;68,02521;1,24E-09;25,623286
262;8262432000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184740468;8,414E-08;68,02521;1,24E-09;25,651956
263;8293968000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184594446;8,414E-08;68,02521;1,24E-09;25,680550
264;8325504000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184449092;8,414E-08;68,02521;1,24E-09;25,709066
265;8357040000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184304402;8,414E-08;68,02521;1,24E-09;25,737506
266;8388576000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18416037;8,414E-08;68,02521;1,24E-09;25,765870
267;8420112000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18401699;8,414E-08;68,02521;1,24E-09;25,794158
268;8451648000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183874258;8,414E-08;68,02521;1,24E-09;25,822372
269;8483184000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183732167;8,414E-08;68,02521;1,24E-09;25,850512
270;8514720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183590712;8,414E-08;68,02521;1,24E-09;25,878577
271;8546256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183449888;8,414E-08;68,02521;1,24E-09;25,906569
272;8577792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183309691;8,414E-08;68,02521;1,24E-09;25,934488
273;8609328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183170115;8,414E-08;68,02521;1,24E-09;25,962335
274;8640864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183031155;8,414E-08;68,02521;1,24E-09;25,990110
275;8672400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182892805;8,414E-08;68,02521;1,24E-09;26,017812
276;8703936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182755063;8,414E-08;68,02521;1,24E-09;26,045444
277;8735472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182617921;8,414E-08;68,02521;1,24E-09;26,073005
278;8767008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182481376;8,414E-08;68,02521;1,24E-09;26,100496
279;8798544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182345423;8,414E-08;68,02521;1,24E-09;26,127916
280;8830080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182210056;8,414E-08;68,02521;1,24E-09;26,155268
281;8861616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182075273;8,414E-08;68,02521;1,24E-09;26,182550
282;8893152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181941067;8,414E-08;68,02521;1,24E-09;26,209763
283;8924688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181807435;8,414E-08;68,02521;1,24E-09;26,236909
284;8956224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181674372;8,414E-08;68,02521;1,24E-09;26,263987
285;8987760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181541874;8,414E-08;68,02521;1,24E-09;26,290997
286;9019296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181409935;8,414E-08;68,02521;1,24E-09;26,317940
287;9050832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181278553;8,414E-08;68,02521;1,24E-09;26,344817
288;9082368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181147722;8,414E-08;68,02521;1,24E-09;26,371627
289;9113904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181017439;8,414E-08;68,02521;1,24E-09;26,398372
290;9145440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180887699;8,414E-08;68,02521;1,24E-09;26,425051
291;9176976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180758498;8,414E-08;68,02521;1,24E-09;26,451666
